"xp";"virus";"lineage";"treatment";"material";"temperature";"humidity";"cell";"time";"dilution";"replicate";"replicate_titration";"virus_detect";"plate";"well_row";"well_col";"comment";"sample_id"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-1";5;"1";1;"PLATE 11";"A";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-7";5;"1";0;"PLATE 11";"G";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-2";5;"1";1;"PLATE 11";"B";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-6";5;"1";0;"PLATE 11";"F";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-5";5;"1";0;"PLATE 11";"E";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-3";5;"1";1;"PLATE 11";"C";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-8";5;"1";0;"PLATE 11";"H";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-4";5;"1";1;"PLATE 11";"D";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-1";5;"1";1;"PLATE 11";"A";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-2";5;"1";1;"PLATE 11";"B";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-8";5;"1";0;"PLATE 11";"H";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-7";5;"1";0;"PLATE 11";"G";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-3";5;"1";1;"PLATE 11";"C";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-4";5;"1";1;"PLATE 11";"D";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-6";5;"1";0;"PLATE 11";"F";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-5";5;"1";0;"PLATE 11";"E";"4";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"0";5;"1";1;"PLATE 11";"A";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-1";5;"1";1;"PLATE 11";"B";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-2";5;"1";0;"PLATE 11";"C";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-7";5;"1";0;"PLATE 11";"H";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-6";5;"1";0;"PLATE 11";"G";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-3";5;"1";0;"PLATE 11";"D";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-4";5;"1";0;"PLATE 11";"E";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-5";5;"1";0;"PLATE 11";"F";"5";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"0";5;"1";1;"PLATE 11";"A";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-1";5;"1";1;"PLATE 11";"B";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-2";5;"1";1;"PLATE 11";"C";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-3";5;"1";0;"PLATE 11";"D";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-4";5;"1";0;"PLATE 11";"E";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-5";5;"1";0;"PLATE 11";"F";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-7";5;"1";0;"PLATE 11";"H";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-6";5;"1";0;"PLATE 11";"G";"6";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-1";5;"1";1;"PLATE 11";"B";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"0";5;"1";1;"PLATE 11";"A";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-2";5;"1";0;"PLATE 11";"C";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-3";5;"1";0;"PLATE 11";"D";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-4";5;"1";0;"PLATE 11";"E";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-5";5;"1";0;"PLATE 11";"F";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-6";5;"1";0;"PLATE 11";"G";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-7";5;"1";0;"PLATE 11";"H";"7";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-2";5;"1";0;"PLATE 11";"C";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-3";5;"1";0;"PLATE 11";"D";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-4";5;"1";0;"PLATE 11";"E";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-1";5;"1";1;"PLATE 11";"B";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"0";5;"1";1;"PLATE 11";"A";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-5";5;"1";0;"PLATE 11";"F";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-6";5;"1";0;"PLATE 11";"G";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";0;"-7";5;"1";0;"PLATE 11";"H";"8";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_0"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-3";5;"1";0;"PLATE 11";"D";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-2";5;"1";0;"PLATE 11";"C";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-4";5;"1";0;"PLATE 11";"E";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-5";5;"1";0;"PLATE 11";"F";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-1";5;"1";0;"PLATE 11";"B";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"0";5;"1";1;"PLATE 11";"A";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-6";5;"1";0;"PLATE 11";"G";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-7";5;"1";0;"PLATE 11";"H";"9";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_5_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-1";6;"1";1;"PLATE 12";"A";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-5";6;"1";0;"PLATE 12";"E";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-8";6;"1";0;"PLATE 12";"H";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-7";6;"1";0;"PLATE 12";"G";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-6";6;"1";0;"PLATE 12";"F";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-4";6;"1";1;"PLATE 12";"D";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-3";6;"1";1;"PLATE 12";"C";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-2";6;"1";1;"PLATE 12";"B";"1";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-4";6;"1";0;"PLATE 12";"E";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"0";6;"1";1;"PLATE 12";"A";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-5";6;"1";0;"PLATE 12";"F";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-3";6;"1";0;"PLATE 12";"D";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-2";6;"1";0;"PLATE 12";"C";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-6";6;"1";0;"PLATE 12";"G";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-1";6;"1";0;"PLATE 12";"B";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-7";6;"1";0;"PLATE 12";"H";"10";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-5";6;"1";0;"PLATE 12";"F";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-4";6;"1";0;"PLATE 12";"E";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-1";6;"1";0;"PLATE 12";"B";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"0";6;"1";1;"PLATE 12";"A";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-3";6;"1";0;"PLATE 12";"D";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-2";6;"1";0;"PLATE 12";"C";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-6";6;"1";0;"PLATE 12";"G";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-7";6;"1";0;"PLATE 12";"H";"11";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-6";6;"1";0;"PLATE 12";"G";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-5";6;"1";0;"PLATE 12";"F";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-4";6;"1";0;"PLATE 12";"E";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-2";6;"1";0;"PLATE 12";"C";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-1";6;"1";0;"PLATE 12";"B";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"0";6;"1";1;"PLATE 12";"A";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-3";6;"1";0;"PLATE 12";"D";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";8;"-7";6;"1";0;"PLATE 12";"H";"12";"temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_8"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-1";6;"1";1;"PLATE 12";"A";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-2";6;"1";1;"PLATE 12";"B";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-6";6;"1";0;"PLATE 12";"F";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-5";6;"1";0;"PLATE 12";"E";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-8";6;"1";0;"PLATE 12";"H";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-7";6;"1";0;"PLATE 12";"G";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-4";6;"1";1;"PLATE 12";"D";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-3";6;"1";1;"PLATE 12";"C";"2";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-1";6;"1";1;"PLATE 12";"A";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
"2021-04-23";"SARS-CoV-2";"B.1.617.2";NA;"Aerosols";"21-23";"65";"VERO TMPRSII-RML";-1;"-7";6;"1";0;"PLATE 12";"G";"3";"negative time corresponds to inoculum titration, temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor";"B.1.617.2_6_-1"
